"estimateUncomParameter", 0.1
993.077392
992.498844
958.865446
1039.093226
987.205100
1036.202042
978.600000
985.600000
1004.600000
941.016453
945.800000
948.665518
973.050952
887.655911
1012.232415
916.337861
981.900000
1001.341853
997.000000
1036.751623
947.452671
986.800000
905.500000
988.045598
978.360655
951.059963
983.700000
929.700000
979.400000
970.615079
1012.800000
950.900000
1013.900000
868.994538
975.748322
995.941853
968.715031
984.800261
994.600000
940.309960
901.100000
964.520397
1003.414346
990.455091
970.900000
896.417669
1035.047375
954.300000
942.701905
1030.695695
977.600000
1071.270058
945.076045
918.657485
981.750656
995.944529
979.900000
936.239283
968.970058
933.647497
936.500000
1018.256414
919.218429
951.700012
937.302405
1028.756089
942.315122
976.843331
989.219946
961.574092
895.781785
958.600570
998.155040
914.464297
961.580020
979.000000
1018.120113
973.478625
1062.024545
937.800296
956.456089
957.104348
949.902126
986.815577
1021.848606
1063.782275
900.349322
1049.591318
1002.261018
1044.562387
995.826960
991.056174
944.800000
895.900000
1010.401499
949.651507
903.604625
916.436173
908.989402
1009.615711
