"estimateUncomParameter", 0
874.344403
1021.078244
1056.583460
946.500000
999.335912
816.442697
938.181626
1036.028373
950.100000
1015.665036
1042.480740
1018.709756
1018.051623
934.800041
894.731882
943.692937
1031.504022
975.800000
1028.766014
1044.156089
977.100000
950.724326
974.718772
1005.500000
1025.176451
948.100000
907.100000
914.100000
967.717061
1007.700000
1031.516453
889.900000
983.492964
951.600000
1008.800000
1075.201500
938.288803
941.706981
990.158207
992.477243
1007.398520
974.000000
1004.492937
945.845023
865.100000
953.927014
991.122791
1041.650662
1028.300000
1027.400000
1021.650328
963.616138
973.267140
1007.623607
928.411348
966.712663
963.185845
983.915861
902.400000
915.500002
1011.300000
956.695877
1014.700183
1016.598520
854.500000
962.500000
860.800002
1024.700000
1023.055844
1010.592650
932.248805
991.596576
939.200000
903.198701
912.328988
967.456505
969.500000
924.971388
998.600000
980.200000
972.653288
983.200918
971.500000
1020.600000
897.477492
968.606917
964.578978
907.622585
954.442526
944.189728
951.800000
948.174979
995.500000
908.900000
937.576709
976.582025
944.000000
989.809317
973.661808
985.553945
