"estimateUncomParameter", 0.2
929.079283
995.734412
850.629704
1010.400000
948.102126
986.200000
913.996770
961.000000
914.614845
1005.991660
879.400000
984.395889
962.500000
997.130248
950.721501
966.227826
954.619828
974.341669
971.166489
943.100000
921.552671
991.382535
952.833262
918.788803
883.500000
984.050966
989.756442
909.600000
968.785845
939.254095
926.121145
917.798998
1019.214845
1009.500000
1005.808710
947.810127
1013.000000
932.192937
969.616947
973.045566
983.163370
974.881905
972.700000
879.100918
943.795311
997.188678
940.900570
964.900002
1032.854170
962.273435
1006.115547
1014.635143
1017.855131
996.500000
999.176534
930.300142
1026.937489
988.700000
968.180150
876.245598
990.300000
970.127658
941.100000
974.600000
1048.201899
966.000000
981.400000
944.677486
993.037169
932.511348
981.262464
1066.700142
969.085732
993.589004
930.400000
964.200000
936.800000
937.144976
978.122799
992.741061
1030.786323
978.440072
938.037134
