259364.352704 3809566.182048
259363.739113 3809527.683505
259419.075669 3809491.967224
259455.014899 3809491.039210
259454.397069 3809457.310755
259454.776350 3809433.691643
259459.923660 3809433.586495
259523.681258 3809432.270465
259537.964354 3809431.914123
259607.505421 3809395.619666
259624.975786 3809380.205389
259678.568266 3809437.619448
259699.271464 3809458.659710
259717.933958 3809478.864634
259800.678026 3809587.765894
259811.906876 3809604.071034
259879.144391 3809707.477175
259881.122368 3809717.382423
259891.600009 3809731.625733
259973.836338 3809789.934115
259980.494560 3809797.988944
260012.967405 3809868.905153
260066.974198 3809927.121367
260091.828063 3809973.847707
260154.330225 3810002.741695
260186.236605 3810050.140794
260243.418467 3810084.053331
260285.753982 3810062.647465
260375.804133 3810005.789051
260491.306530 3809959.929057
260535.573794 3809952.784586
260552.158550 3809966.439861
260573.419365 3810045.986331
260575.006155 3810053.034138
260592.321018 3810072.735649
260608.349709 3810061.186570
260738.106317 3809989.106495
260770.604314 3809991.700475
260765.352377 3809961.449063
260792.659461 3809898.442718
260751.574547 3809612.960296
260750.961213 3809582.410943
260751.027153 3809579.905531
260753.681204 3809434.945273
260756.345835 3809383.745879
260761.933673 3809335.505394
260767.897531 3809304.392562
260751.231074 3809178.493142
260797.330369 3809096.708090
260777.203005 3808957.947593
260783.680340 3808860.400478
260779.733506 3808848.535341
260749.498455 3808797.150924
260768.463204 3808711.002811
260796.377247 3808653.741109
260806.289961 3808633.941363
260821.334337 3808602.851439
260780.043823 3808582.531474
260814.119664 3808512.864648
260786.405449 3808490.407874
260725.731108 3808441.593047
260750.400772 3808413.647618
260742.605196 3808408.189859
260748.952784 3808400.056445
260751.341872 3808356.711371
260781.400092 3808294.007982
260834.007781 3808268.906990
260808.707854 3808243.236977
260908.114661 3808224.449530
260917.832196 3808227.302027
260946.753572 3808233.630305
260954.867687 3808238.448033
260963.239197 3808256.893587
261019.266369 3808293.652994
261058.302859 3808252.254371
261086.392432 3808256.353544
261115.672764 3808261.732627
261292.369165 3808295.737586
261364.368411 3808311.262068
261403.909863 3808326.582018
261449.306767 3808349.571587
261483.159558 3808365.348812
261588.766186 3808425.777399
261593.440427 3808428.744265
261594.675282 3808426.678285
261610.225649 3808399.539601
261612.043456 3808396.664403
261666.122113 3808436.440384
261701.036237 3808454.765825
261733.490725 3808474.572616
261735.698266 3808476.837831
261754.869952 3808488.585333
261888.584159 3808467.873779
261906.566791 3808433.090956
261922.515077 3808406.518670
261966.712525 3808421.851493
261976.447418 3808401.391763
262012.889308 3808395.691272
262011.251163 3808370.678257
262044.235049 3808359.781446
262151.952892 3808367.588956
262252.496925 3808235.272441
262282.208830 3808254.306249
262333.743670 3808287.441508
262384.271822 3808319.905842
262406.440656 3808334.642998
262443.399001 3808359.720762
262486.780376 3808393.616496
262500.097831 3808382.198928
262513.431666 3808371.123173
262524.443187 3808363.402594
262550.322227 3808387.838008
262613.797679 3808393.500673
262711.058072 3808403.153330
262823.852359 3808414.456005
262834.614852 3808401.864452
262874.262216 3808359.798696
262963.066733 3808438.679015
263048.182078 3808514.370111
263117.361782 3808576.216062
263134.949581 3808590.855591
263132.590221 3808594.066673
263129.725530 3808597.506380
263268.074108 3808428.018695
263991.159316 3808125.409655
264027.536545 3808138.132978
264033.242355 3808140.128649
264297.786906 3808200.765875
264332.142617 3808187.211759
264313.682314 3808141.720580
264382.818190 3808110.253293
264477.109096 3808055.223922
264515.350803 3808033.985424
264569.425924 3808096.562531
264582.450451 3808112.910728
264730.401274 3808045.700610
264719.142639 3808032.528751
264682.670925 3807975.309940
264788.727511 3807915.097018
264803.408340 3807906.528295
264876.249209 3807866.474051
264935.595815 3807833.269399
265022.731082 3807784.975346
265000.785330 3807737.677095
264977.189959 3807686.498549
264955.777726 3807643.241378
264993.464529 3807621.988205
265041.197500 3807595.669210
265021.890008 3807555.694828
265001.398783 3807513.684575
264978.528671 3807466.042689
265023.576102 3807441.360630
264965.563655 3807278.469237
265010.028807 3807261.580887
265175.440289 3807222.279955
265182.975181 3807220.819833
265192.314190 3807238.920520
265227.057540 3807309.301530
265265.962356 3807410.055424
265276.947486 3807451.516116
265279.130988 3807459.452811
265297.933500 3807548.352382
265299.622859 3807555.450519
265356.117784 3807551.506303
265421.107220 3807547.570667
265422.076207 3807582.220001
265479.804319 3807588.484695
265479.656623 3807609.744006
265480.007174 3807627.540716
265533.206268 3807631.607293
265537.348505 3807632.366429
265548.524451 3807635.430625
265621.106345 3807655.335838
265629.559546 3807657.472737
265675.492087 3807664.522324
265687.646477 3807713.739152
265773.543601 3807703.789113
265804.451488 3807699.679693
265899.792798 3807677.274915
265981.451931 3807645.425542
266041.523090 3807626.340452
266064.772930 3807702.593071
266087.660009 3807777.541319
266232.551067 3807731.691639
266317.818079 3807733.013061
266320.251948 3807734.456577
266407.253306 3807787.446421
266511.970464 3807850.870556
266584.358023 3807896.165454
266656.822403 3807940.573981
266732.672459 3807987.522188
266807.783962 3807962.891907
266867.016656 3808000.353782
266915.640505 3808030.117361
266964.446398 3808059.608346
266988.878288 3808074.903621
267087.363896 3808134.845202
267094.803310 3808139.302501
267126.953955 3808159.412266
267194.898783 3808201.230522
267234.326324 3808224.328396
267256.523737 3808222.442120
267296.203559 3808247.056881
267325.890738 3808264.349050
267342.853163 3808274.636480
267355.932380 3808282.538942
267380.242902 3808297.425061
267429.047962 3808327.309867
267432.064085 3808329.161560
267449.465342 3808339.629347
267481.895707 3808360.969603
267515.040575 3808376.020893
267547.469535 3808382.870525
267609.615053 3808392.759199
267695.008734 3808407.359349
267728.649787 3808375.273110
267759.297052 3808318.118639
267799.369065 3808341.113122
267865.753699 3808317.510464
267851.657519 3808275.940119
267864.887968 3808271.463753
267887.505801 3808264.089772
267914.694223 3808256.537210
267931.744095 3808219.349287
267952.484648 3808114.086262
267994.781068 3808115.018860
268050.909733 3808114.593038
268118.524957 3808107.388686
268121.468012 3808072.195424
268127.530330 3808042.279974
268137.866693 3808014.123555
268145.614611 3807991.855559
268155.704419 3807963.751588
268166.531882 3807932.006592
268176.018836 3807907.509377
268189.263371 3807860.202275
268203.590295 3807811.289749
268215.094767 3807772.814056
268225.431918 3807740.515189
268209.768992 3807702.202147
268190.446627 3807664.470047
268238.217240 3807570.801103
268268.146105 3807584.439053
268305.682135 3807601.753222
268344.110486 3807618.899846
268452.274747 3807654.435771
268489.581318 3807666.728927
268526.059583 3807678.576292
268537.005001 3807649.458790
268549.685762 3807614.662247
268576.396892 3807624.031572
268614.990299 3807599.795994
268640.257592 3807608.356576
268643.257558 3807599.979228
268651.669874 3807576.505239
268668.195600 3807530.073390
268668.515807 3807529.171401
268674.940354 3807512.116509
268681.479457 3807492.052665
268690.197771 3807465.756262
268707.571160 3807418.545080
268725.724374 3807367.525328
268740.598266 3807324.230121
268747.784775 3807303.561478
268756.374003 3807278.748234
268774.939752 3807227.225261
268785.547024 3807196.883326
268794.419055 3807171.505055
268817.545818 3807107.724683
268842.613512 3807036.641729
268928.983557 3806912.964612
268897.081560 3806902.662178
268902.772108 3806891.428156
268913.237592 3806878.540334
268930.188253 3806862.550525
268963.309489 3806819.300024
268960.727865 3806807.136459
268959.538846 3806774.213650
268924.652377 3806747.163660
268878.577537 3806713.549661
268892.409296 3806692.488307
268870.139243 3806681.586578
268846.059333 3806668.725692
