267000.079810 3808496.567212
266935.185454 3808519.247964

266835.498528 3808552.668919
266774.441546 3808573.522109

265998.792656 3809004.727320
265932.673640 3809025.244913

265932.673640 3809025.244913
265885.029719 3809040.029602

265885.029719 3809040.029602
265874.491831 3809043.470070

265874.491831 3809043.470070
265821.698552 3809059.590009

265821.698552 3809059.590009
265751.523387 3809081.801788

265751.523387 3809081.801788
265744.284750 3809083.707313

265513.525555 3808799.187756
265443.580195 3808821.550132

265443.580195 3808821.550132
265322.180928 3808860.763609

265322.180928 3808860.763609
265242.595846 3808885.161710

265169.604365 3808908.614269
265132.096372 3808920.939804

265080.866098 3808937.110818
265034.866414 3808951.306584

265034.866414 3808951.306584
264948.340799 3808976.909051

264854.651523 3809005.751638
264816.573289 3809018.441314

264604.886892 3809091.947840
264549.824282 3809115.193088

264369.971730 3809195.587499
264324.493555 3809215.163208

264245.326466 3809251.544229
264147.497706 3809297.413755

264147.497706 3809297.413755
264132.375930 3809305.008262

264132.375930 3809305.008262
264128.198490 3809306.874654

264128.198490 3809306.874654
264058.023356 3809342.126337

264058.023356 3809342.126337
263885.582369 3809428.968946

263885.582369 3809428.968946
263867.979206 3809437.967983

263850.297694 3809488.944504
263838.358305 3809492.207118

263838.358305 3809492.207118
263819.076361 3809501.618884
