0, 366.886720
1, 366.886720
2, 366.886720
3, 338.875582
4, 338.875582
5, 338.875582
6, 338.875582
7, 338.875582
8, 338.875582
9, 338.875582
10, 312.001681
11, 305.500176
12, 305.500176
13, 265.977991
14, 265.977991
15, 265.977991
16, 245.986323
17, 238.060106
18, 238.060106
19, 238.060106
20, 238.060106
21, 238.060106
22, 238.060106
23, 238.060106
24, 238.060106
25, 238.060106
26, 238.060106
27, 238.060106
28, 238.060106
29, 238.060106
30, 238.060106
31, 238.060106
32, 238.060106
33, 238.060106
34, 238.060106
35, 238.060106
36, 238.060106
37, 238.060106
38, 238.060106
39, 238.060106
40, 229.860106
41, 229.860106
42, 229.860106
43, 229.759179
44, 229.759179
45, 229.759179
46, 229.759179
47, 229.759179
48, 229.759179
49, 229.759179
50, 229.759179
51, 229.759179
52, 229.759179
53, 229.759179
54, 229.759179
55, 229.759179
56, 229.709897
57, 229.709897
58, 222.974164
59, 222.974164
60, 222.974164
61, 222.974164
62, 222.974164
63, 222.974164
64, 222.974164
65, 222.974164
66, 222.974164
67, 222.974164
68, 222.974164
69, 222.974164
70, 222.974164
71, 222.974164
72, 222.974164
73, 222.974164
74, 222.974164
75, 222.974164
76, 222.974164
77, 222.974164
78, 222.974164
79, 222.974164
80, 222.974164
81, 222.974164
82, 222.974164
83, 222.974164
84, 222.974164
85, 222.974164
86, 222.974164
87, 215.447433
88, 215.447433
89, 215.447433
90, 215.447433
91, 215.447433
92, 215.447433
93, 215.447433
94, 215.447433
95, 215.447433
96, 215.447433
97, 215.447433
98, 215.447433
99, 215.447433
