0, 366.886720
1, 366.886720
2, 366.886720
3, 338.875582
4, 338.875582
5, 338.875582
6, 338.875582
7, 338.875582
8, 338.875582
9, 338.875582
10, 312.001681
11, 312.001681
12, 312.001681
13, 307.092445
14, 307.092445
15, 302.192644
16, 281.646760
17, 281.646760
18, 281.646760
19, 267.101606
20, 267.101606
21, 267.101606
22, 267.101606
23, 267.101606
24, 267.101606
25, 267.101606
26, 267.101606
27, 246.101514
28, 246.101514
29, 246.101514
30, 246.101514
31, 246.101514
32, 246.101514
33, 246.101514
34, 246.101514
35, 246.101514
36, 246.101514
37, 246.101514
38, 246.101514
39, 246.101514
40, 246.100000
41, 246.100000
42, 243.185744
43, 243.185744
44, 243.185744
45, 243.185744
46, 243.185744
47, 243.185744
48, 243.185744
49, 233.446760
50, 233.446760
51, 231.319834
52, 228.053382
53, 228.053382
54, 228.053382
55, 228.053382
56, 228.053382
57, 228.053382
58, 228.053382
59, 228.053382
60, 228.053382
61, 228.053382
62, 228.053382
63, 228.053382
64, 228.053382
65, 228.053382
66, 228.053382
67, 228.053382
68, 228.053382
69, 228.053382
70, 228.053382
71, 228.053382
72, 228.053382
73, 228.053382
74, 228.053382
75, 228.053382
76, 228.053382
77, 228.053382
78, 228.053382
79, 228.053382
80, 228.053382
81, 228.053382
82, 228.053382
83, 228.053382
84, 228.053382
85, 228.053382
86, 228.053382
87, 228.053382
88, 228.053382
89, 228.053382
90, 228.053382
91, 228.053382
92, 228.053382
93, 228.053382
94, 228.053382
95, 228.053382
96, 228.053382
97, 228.053382
98, 228.053382
99, 228.053382
