node-num latitude lontitude x-coordinate y-coordinate
3146 132.399750861 34.416666667 261021.55202498284 3811422.9625495407
3147 132.398097611 34.4159305 260867.47304093823 3811345.2040134086
3148 132.398171694 34.416666667 260876.38084616954 3811426.6900130855
3149 132.397273639 34.414897694 260788.78200024532 3811232.58359314
3150 132.396508583 34.413333111 260713.9895026236 3811060.8360351515
3151 132.399830417 34.416666667 261028.8655235142 3811422.7748256754
3152 132.4 34.4162545 261043.28164891293 3811376.654195194
3153 132.397419 34.413043306 260796.86072819296 3811026.5382900625
3154 132.395961389 34.415187778 260668.97273316415 3811267.8619602458
3155 132.392281639 34.414278333 260328.09388042052 3811175.681351424
3156 132.392751556 34.41480675 260372.80273037075 3811233.1853203396
3157 132.393099139 34.415035833 260405.41035804525 3811257.7745592603
3158 132.393812222 34.415318417 260471.77113868552 3811287.4341431544
3159 132.393418389 34.410088028 260420.6383366847 3810708.172890378
3160 132.393997194 34.408929 260470.54468292286 3810578.2363037514
3161 132.392719806 34.414203556 260368.1618611971 3811166.3497502445
3162 132.397158667 34.414646083 260777.49541347573 3811204.9446510696
3163 132.39699025 34.414295861 260761.01442758643 3811166.493322487
3164 132.39467775 34.408966278 260533.21967874744 3810580.7623703093
3165 132.394564333 34.408671889 260521.95266949438 3810548.374759636
3166 132.393197833 34.414026139 260411.60134539523 3811145.5384565815
3167 132.39811675 34.416666667 260871.32990024297 3811426.819743652
3168 132.400388778 34.365961194 260935.94874723174 3805796.8649025382
3169 132.400246722 34.366634722 260924.79671341265 3805871.911827321
3170 132.401797889 34.364123917 261060.34482425574 3805589.741498314
3171 132.400018972 34.365470389 260900.53679629922 3805743.2935533663
3172 132.401168222 34.3655545 261006.48967449673 3805749.9145795964
3173 132.403446833 34.366284667 261218.16090144656 3805825.5415106257
3174 132.403050528 34.365772139 261180.2515505156 3805769.6219380093
3175 132.402741056 34.365352528 261150.59303667082 3805723.8049137495
3176 132.402413583 34.364908556 261119.20921475792 3805675.3280985057
3177 132.402946278 34.364626417 261167.40820612665 3805642.776782373
3178 132.402023861 34.364423111 261081.98121517457 3805622.397581385
3179 132.402543556 34.363720917 261127.79142419816 3805543.2815696453
3180 132.403141833 34.364522833 261185.1023526763 3805630.826060341
3181 132.40362775 34.364272167 261229.08821582524 3805601.8764298777
3182 132.40379675 34.365379278 261247.77712155055 3805724.2861999776
3183 132.403584111 34.365491222 261228.53536030315 3805737.204378766
3184 132.404588389 34.364973417 261319.4441389153 3805677.402052415
3185 132.404138361 34.362890389 261272.1350320806 3805447.3989223302
3186 132.404306639 34.362811667 261287.39110755737 3805438.2704813853
3187 132.403026833 34.363464472 261171.51831463582 3805513.6968599833
3188 132.403411111 34.363265667 261206.30247306725 3805490.739262323
3189 132.403485 34.363227528 261212.9910401951 3805486.3346669776
3190 132.404766556 34.366666667 261340.63858430687 3805864.808561029
3191 132.40150125 34.365993 261038.36932603412 3805797.7709602113
3192 132.401819056 34.3664115 261068.79166039635 3805843.44477429
3193 132.402233472 34.365002 261102.90705082708 3805686.1177801
3194 132.404236778 34.36636075 261291.0392471037 3805832.1213057754
3195 132.403707222 34.36662775 261243.08667497578 3805862.9853186025
3196 132.403995722 34.366482278 261269.21097461888 3805846.169422895
3197 132.404488806 34.366666667 261315.09012778112 3805865.4622866954
3198 132.403269806 34.366666667 261202.9620441328 3805868.3322123815
3199 132.403112 34.366455389 261187.84643834652 3805845.2675534063
3200 132.40499675 34.366229639 261360.57241271503 3805815.7889508517
3201 132.40510525 34.366173056 261370.39211806472 3805809.25708495
3202 132.406630806 34.366666667 261512.11903561873 3805860.422587702
3203 132.406485694 34.366473556 261498.2233917768 3805839.342809624
3204 132.406169972 34.365272 261465.77374980508 3805706.801398136
3205 132.40608575 34.36516325 261457.7180933806 3805694.936286866
3206 132.405706917 34.365566194 261424.01422225425 3805740.5245139864
3207 132.404978472 34.365940056 261358.0693142857 3805783.709615962
3208 132.405476778 34.366666667 261405.9673810694 3805863.1372674513
3209 132.4040895 34.364032556 261270.88268747175 3805574.210202204
3210 132.404033222 34.362453167 261261.22238283942 3805399.1470444906
3211 132.403735833 34.366666667 261245.82891872016 3805867.2348725717
3212 132.400271278 34.366666667 260927.14629084058 3805875.3974769735
3213 132.401327528 34.366666667 261024.3041200151 3805872.907761683
3214 132.407230472 34.366666667 261567.2784615373 3805859.0124402125
3215 132.402696917 34.366666667 261150.2656025046 3805869.6814473933
3216 132.402007444 34.366666667 261086.8453233261 3805871.305649787
3217 132.404957556 34.365467306 261354.80374444675 3805731.3184679463
3218 132.405424861 34.364537333 261395.1501084354 3805627.060488667
3219 132.403845194 34.366289333 261254.81702175576 3805825.1211405736
3220 132.404653139 34.365784556 261327.70239349094 3805767.2262431574
3221 132.404784944 34.363672778 261333.83313204016 3805532.6645047576
3222 132.402164639 34.362363833 261089.08083511 3805393.6378878313
3223 132.403303556 34.361469667 261191.30905659578 3805291.769023614
3224 132.403602778 34.362671528 261222.24654308657 3805424.38237632
3225 132.40012275 34.373077917 260931.71461851127 3806586.924757177
3226 132.400301333 34.371949472 260944.9313514424 3806461.329266073
3227 132.401542611 34.37199825 261059.24019009757 3806463.8141131727
3228 132.402244 34.370800917 261120.35047208128 3806329.3456028374
3229 132.401874667 34.371434639 261088.18036526768 3806400.5122909853
3230 132.402059417 34.371115333 261104.26608413964 3806364.657517055
3231 132.400324861 34.367869222 260935.49404599887 3806008.666235424
3232 132.400299556 34.369248444 260937.08787073326 3806161.718038814
3233 132.400125944 34.367617556 260916.48159848226 3805981.218815304
3234 132.400027917 34.374178028 260926.12078755733 3806709.179825588
3235 132.405618722 34.367801972 261422.2451046768 3805988.738391894
3236 132.405014694 34.367391694 261365.52080782305 3805944.649107089
3237 132.403491639 34.366963694 261224.21049680674 3805900.757944966
3238 132.407223417 34.36745525 261568.86556726086 3805946.5035172245
3239 132.406136611 34.367543333 261469.14806148392 3805958.830189196
3240 132.40008175 34.374714139 260932.59674938436 3806768.521802469
3241 132.403823028 34.366785222 261254.1860393799 3805880.180442969
3242 132.407757806 34.375 261639.4113346356 3806782.1576459734
3243 132.407760333 34.374996528 261639.63390908984 3806781.7665688363
3244 132.400322333 34.374299389 260953.5449584191 3806721.9477615706
3245 132.401148192 34.3722807 261023.76524478738 3806496.074851724
3246 132.401332592 34.372355707 261040.93910780933 3806503.9604970044
3247 132.40143001 34.372398981 261050.02236740087 3806508.5311344187
3248 132.404413778 34.372451778 261324.61149387166 3806507.3597996957
3249 132.402834861 34.374590528 261185.46270793868 3806748.321583708
3250 132.400860417 34.373369472 261000.39168991035 3806617.526788071
3251 132.400661361 34.373713083 260983.06018846258 3806656.1115932087
3252 132.402404139 34.374725333 261146.23007771664 3806764.289684382
3253 132.400570194 34.373258444 260973.38234010796 3806605.895021042
3254 132.400739944 34.372968278 260988.17039087802 3806573.307753155
3255 132.401101222 34.372967333 261021.39691100872 3806572.3513163636
3256 132.408068417 34.374598528 261666.84136194983 3806736.893638038
3257 132.406431787 34.373937995 261514.43863674352 3806667.4717246476
3258 132.405755278 34.374202889 261452.96796900738 3806698.446959768
3259 132.406052015 34.374317964 261480.5869643118 3806710.513662745
3260 132.408333333 34.374311778 261690.39407895622 3806704.4628136475
3261 132.407832194 34.367461333 261624.87976443808 3805945.74702353
3262 132.407400472 34.367690694 261585.819136665 3805972.2041201815
3263 132.406056111 34.36839025 261464.14605566813 3806052.964851019
3264 132.407236333 34.367779472 261570.97296528466 3805982.4378535636
3265 132.405523361 34.368666917 261415.92783556075 3806084.9078540923
3266 132.406436639 34.368884111 261500.54851135027 3806106.851891829
3267 132.40761 34.368279167 261606.760456397 3806036.9885603543
3268 132.40445875 34.369216861 261319.564506454 3806148.4165329845
3269 132.405315611 34.368766833 261397.10222942018 3806096.479995504
3270 132.404464417 34.371309278 261326.02568544372 3806380.507270337
3271 132.404534028 34.372109778 261334.70087596754 3806469.1399305225
3272 132.401983861 34.368950028 261091.16384361338 3806124.646101148
3273 132.40322275 34.368304222 261203.28422516928 3806050.090942108
3274 132.404721889 34.367976278 261340.24700608538 3806010.18392353
3275 132.403468222 34.368625861 261226.77657478006 3806085.1911148313
3276 132.405078722 34.368453056 261374.4223686812 3806062.2313339817
3277 132.403360361 34.369339028 261218.88068008985 3806164.5540962853
3278 132.404214389 34.367313556 261291.68465308202 3805937.865214692
3279 132.403889194 34.367482028 261262.25058521723 3805957.318757933
3280 132.402577889 34.369742444 261148.05433767833 3806211.1464707647
3281 132.402223278 34.369270944 261114.09748121107 3806159.6800734713
3282 132.402064333 34.369408694 261099.86898027099 3806175.334652717
3283 132.404938111 34.368265167 261360.9554805124 3806041.7204184863
3284 132.404473667 34.367656778 261316.50806672144 3805975.3272262253
3285 132.401698722 34.368582861 261063.8930310251 3806084.589459279
3286 132.402619778 34.370185972 261153.16726953557 3806260.2467419235
3287 132.400768528 34.368450583 260977.95624099375 3806072.1086131553
3288 132.403285667 34.369839167 261213.43067918744 3806220.208577603
3289 132.403304583 34.370448861 261216.90213705986 3806287.795152593
3290 132.400570333 34.367055833 260955.76081565433 3805917.861237593
3291 132.401410833 34.368173611 261036.249446906 3806039.871252875
3292 132.400954444 34.367569667 260992.553150819 3805973.9535620855
3293 132.401275917 34.367402583 261021.64825420277 3805954.6618720186
3294 132.408128333 34.374622722 261672.42071949897 3806739.4365402632
3295 132.408333333 34.374708472 261691.51864851985 3806748.4665867095
3296 132.403860972 34.37341675 261276.50605740014 3806615.702088875
3297 132.403470917 34.373298167 261240.29346621665 3806603.466583641
3298 132.4012695 34.373035222 261037.06756120097 3806579.485374037
3299 132.402367528 34.372572194 261136.7450058002 3806525.5359444204
3300 132.405819963 34.373960956 261458.23089085481 3806671.4580311617
3301 132.405134917 34.370115972 261384.31060037322 3806246.560152644
3302 132.405294444 34.375 261412.84495076002 3806787.951939103
3303 132.406319361 34.373890135 261503.96240535143 3806662.4272509986
3304 132.404215722 34.373597917 261309.6490217966 3806634.9630606486
3305 132.402891 34.374725861 261191.0105507826 3806763.2013524086
3306 132.404030722 34.37377625 261293.1398294279 3806655.1804425856
3307 132.403997139 34.373666583 261289.73959903032 3806643.0945498114
3308 132.403652472 34.373771917 261258.33765107213 3806655.590422199
3309 132.402222028 34.372757639 261123.8892455228 3806546.449483718
3310 132.400867 34.368463278 260987.04995839178 3806073.2847086806
3311 132.401336389 34.368072389 261029.1142543687 3806028.8185025766
3312 132.4014555 34.368656944 261041.73161797647 3806093.3803659347
3313 132.401535306 34.368746861 261049.32783060014 3806103.166465022
3314 132.401910472 34.369236472 261085.22736510413 3806156.5932089575
3315 132.401817444 34.369853556 261078.42409330537 3806225.2632965343
3316 132.403004861 34.368865944 261184.8378220587 3806112.913843265
3317 132.402962778 34.367963583 261178.40400086174 3806012.917370934
3318 132.402195778 34.36692175 261104.8936789406 3805899.1573647996
3319 132.405472667 34.367990306 261409.34501845852 3806009.9732187265
3320 132.400610861 34.372438167 260974.79053954326 3806514.8087226297
3321 132.401599917 34.372839694 261066.90252773883 3806557.0174393966
3322 132.403547722 34.37395425 261249.221012816 3806676.0626284266
3323 132.406278083 34.3677365 261482.70896827034 3805979.9246952143
3324 132.406388722 34.367887583 261493.31435835597 3805996.423521296
3325 132.407768861 34.375 261640.42811190346 3806782.131654954
3326 132.403011417 34.375 261202.8646369789 3806793.3269746844
3327 132.408333333 34.368164389 261672.96859111427 3806022.5563688357
3328 132.406778917 34.369329083 261533.2936524208 3806155.4059389927
3329 132.407950806 34.368730639 261639.3882520134 3806086.267438852
3330 132.406093333 34.367834639 261465.99361738737 3805991.245463944
3331 132.406218278 34.367976167 261477.8878198375 3806006.650720957
3332 132.40105175 34.374577306 261021.42343556767 3806751.0565319085
3333 132.400380028 34.374323361 260958.91964428386 3806724.4708593227
3334 132.403839917 34.373454667 261274.67717011776 3806619.9576593805
3335 132.404104361 34.372987194 261297.6723886048 3806567.4799605296
3336 132.404037933 34.373110165 261291.91172919425 3806581.2770804022
3337 132.404253333 34.372729361 261310.64230445522 3806538.5287697758
3338 132.404481667 34.371402583 261327.87719412748 3806390.816644808
3339 132.404215111 34.370998167 261302.2115956288 3806346.583752404
3340 132.402801722 34.370270056 261170.14129822055 3806269.1453038324
3341 132.401932222 34.369900389 261089.11447676105 3806230.1878656438
3342 132.402337389 34.370061806 261126.84040510817 3806247.138686312
3343 132.401547972 34.3697485 261053.33943374592 3806214.2448049127
3344 132.400474361 34.369318083 260953.36458609288 3806169.030725803
3345 132.400166556 34.369197833 260924.71049881144 3806156.4175189575
3346 132.403264333 34.374283 261224.08989049433 3806713.1970592868
3347 132.403898554 34.373350824 261279.7755036698 3806608.3006689684
3348 132.40194546 34.372626254 261098.07798146253 3806532.527053573
3349 132.402199062 34.372244902 261120.31999384885 3806489.62752025
3350 132.402507389 34.372353222 261148.98691341528 3806500.9166814997
3351 132.405755667 34.373650167 261451.43532299338 3806637.1346314806
3352 132.40057425 34.381701194 260997.76299623525 3807542.410413092
3353 132.400629667 34.377853333 260991.91745125176 3807115.4497653507
3354 132.400058972 34.375968222 260934.0683369958 3806907.6865705983
3355 132.400174083 34.382842417 260964.2067814131 3807669.9460049286
3356 132.400427361 34.381951694 260984.96645120624 3807570.543872202
3357 132.400036639 34.383333333 260952.9630492709 3807724.725792012
3358 132.400330028 34.379079333 260967.84584623127 3807252.152198801
3359 132.400548944 34.378320361 260985.8213000176 3807167.4458836075
3360 132.400776139 34.377133472 261003.3418778043 3807035.2527691773
3361 132.400643361 34.376499361 260989.3269193463 3806965.226074273
3362 132.4069795 34.376013806 261570.7026497894 3806896.4455169495
3363 132.405135861 34.375272389 261399.0325099937 3806818.5402626176
3364 132.404399417 34.375048944 261330.66425000515 3806795.48775813
3365 132.404122194 34.375524639 261306.5175617748 3806848.9075364517
3366 132.407826167 34.375023361 261645.76503710114 3806784.5882750237
3367 132.408159667 34.375156083 261676.8147755587 3806798.5266183424
3368 132.408241194 34.375184333 261684.3932484281 3806801.4686416597
3369 132.404751028 34.375123639 261363.21552620907 3806802.945723097
3370 132.400156944 34.376982583 260945.96397337932 3807019.975091311
3371 132.407805639 34.383217417 261667.11342538017 3807693.573026758
3372 132.408145778 34.382935917 261697.59620357375 3807661.54754184
3373 132.406528639 34.382546361 261547.7694868326 3807622.13852612
3374 132.406230389 34.382933167 261521.43823287066 3807665.7471845974
3375 132.406870806 34.383333333 261581.46997364194 3807708.6296320856
3376 132.408312222 34.382595083 261711.93691757054 3807623.3487752127
3377 132.402051722 34.381060722 261131.8216570231 3807467.8824601476
3378 132.401989167 34.381211472 261126.49707835802 3807484.752045046
3379 132.403387194 34.381953639 261257.1788171935 3807563.784452941
3380 132.403159083 34.382189333 261236.86977563179 3807590.466451824
3381 132.404820194 34.382920222 261391.7117847569 3807667.629927212
3382 132.402619639 34.381193778 261184.42989669045 3807481.303777313
3383 132.402938556 34.38160275 261214.9219806197 3807525.9183115205
3384 132.402633306 34.381070389 261185.33619993224 3807467.5844669193
3385 132.40204225 34.380343444 261128.91188832742 3807388.3396218666
3386 132.401973472 34.379813528 261121.08031991715 3807329.7199561894
3387 132.402857972 34.379400083 261201.25246560763 3807281.77400289
3388 132.402331556 34.379522444 261153.1858485457 3807296.5872656535
3389 132.402271972 34.379120778 261146.56445712975 3807252.172251789
3390 132.402684278 34.379061167 261184.3148820963 3807244.5884200707
3391 132.403110861 34.37933625 261224.32925290367 3807274.0975407753
3392 132.404350972 34.380220306 261340.89235443415 3807369.2424286697
3393 132.404268333 34.380099278 261332.94845951974 3807356.0117851677
3394 132.405402944 34.381922333 261442.47221232465 3807555.5660119695
3395 132.404357056 34.381451361 261344.9476864329 3807505.7846738305
3396 132.405488639 34.380635028 261446.69934567384 3807412.568194286
3397 132.405391 34.380680944 261437.84998574542 3807417.8912712135
3398 132.404573139 34.379961528 261360.59001490552 3807340.014073999
3399 132.403259667 34.379256472 261237.78827938845 3807264.8975565503
3400 132.403494417 34.378984 261258.6042524745 3807234.120322057
3401 132.402790278 34.37897975 261193.83238658446 3807235.307407959
3402 132.401669861 34.382306583 261100.24427403053 3807606.981431154
3403 132.4016015 34.382295139 261093.92481382965 3807605.873105387
3404 132.40567325 34.379945583 261461.72093023715 3807335.6561061
3405 132.404834111 34.379575222 261383.4946154981 3807296.5482009435
3406 132.404270306 34.379328806 261330.9420151886 3807270.541421476
3407 132.403931083 34.379178056 261299.31561791876 3807254.6179709747
3408 132.404697333 34.379517333 261370.7508539559 3807290.448747595
3409 132.404980194 34.379237972 261395.97237947976 3807258.7944159987
3410 132.405503361 34.379627833 261445.19451588753 3807300.8090237384
3411 132.404869167 34.379125694 261385.4424862026 3807246.601152987
3412 132.404499417 34.378960444 261350.9673760875 3807229.1409507645
3413 132.40552175 34.38200925 261453.6451435291 3807564.9278096277
3414 132.406892278 34.382096444 261579.93556116588 3807571.375479938
3415 132.405763333 34.381701472 261474.98922099653 3807530.218598959
3416 132.406229917 34.381394194 261517.0276559823 3807495.035536197
3417 132.40647325 34.380912639 261538.04001939954 3807441.04592325
3418 132.407095111 34.381694 261597.44780347895 3807526.256760782
3419 132.405870222 34.381053778 261482.98130521152 3807458.1207099627
3420 132.405548694 34.380700222 261452.40754602745 3807419.6586045213
3421 132.405946111 34.380381917 261488.0539630201 3807383.4150226703
3422 132.406326389 34.38077175 261524.13373542216 3807425.7631040355
3423 132.406693806 34.38034975 261556.7271375821 3807378.0878652055
3424 132.407618861 34.380677167 261642.73170761624 3807412.231504589
3425 132.407346194 34.38121775 261619.18832394955 3807472.8375872145
3426 132.407234528 34.381429556 261609.51946672125 3807496.595062438
3427 132.408333333 34.382122917 261712.5396224949 3807570.923495862
3428 132.406819194 34.379800833 261566.7016619505 3807316.903565255
3429 132.406967111 34.379691194 261579.99445137993 3807304.393808262
3430 132.407364889 34.379418972 261615.80571631732 3807273.26174027
3431 132.408333333 34.380330806 261707.45837446544 3807372.131190631
3432 132.407877167 34.380168028 261665.04383773124 3807355.1472352436
3433 132.405806722 34.380005361 261474.1658754266 3807341.9729964477
3434 132.406590944 34.378587528 261542.26742106656 3807182.8529414446
3435 132.406886444 34.378143056 261568.18386671224 3807132.854240611
3436 132.405890667 34.378152139 261476.6270202329 3807136.20426516
3437 132.407598583 34.378973972 261636.03643715646 3807223.350001281
3438 132.405757361 34.378075472 261464.14915500206 3807128.0135323876
3439 132.4052705 34.378849889 261421.57018881603 3807215.0625018002
3440 132.405586194 34.378002528 261448.19971222433 3807120.324885652
3441 132.405185833 34.378646111 261413.20489502643 3807192.6574049927
3442 132.406253194 34.376931194 261506.50474206547 3806999.9163766014
3443 132.405218139 34.377826917 261413.85077896123 3807101.7111382256
3444 132.404961778 34.378226417 261391.4070025985 3807146.629601024
3445 132.404789972 34.378506111 261376.3998955887 3807178.0594471223
3446 132.404556917 34.37751275 261352.14527413534 3807068.4180862554
3447 132.404726528 34.377263 261367.03565061602 3807040.3149578576
3448 132.404456694 34.376425167 261339.83963347148 3806948.0123575437
3449 132.404779056 34.3765005 261369.70207854046 3806955.609944344
3450 132.405440861 34.376276472 261429.9343431518 3806929.201760211
3451 132.405326611 34.376631306 261420.43354002695 3806968.8310659146
3452 132.405908778 34.376821444 261474.5165565294 3806988.5525018834
3453 132.406496472 34.37662475 261528.01019855065 3806965.351384162
3454 132.406735639 34.376319778 261549.14189839727 3806930.9594044103
3455 132.405644972 34.37592625 261447.71316054213 3806889.8726147357
3456 132.405857361 34.375568 261466.23072134005 3806849.6335202362
3457 132.40550425 34.375424278 261433.34585368325 3806834.521825951
3458 132.404647028 34.376102444 261356.4289946609 3806911.76581125
3459 132.404246444 34.375999583 261319.2938922798 3806901.298832264
3460 132.402930972 34.378736028 261206.07960402974 3807207.9407604183
3461 132.403511556 34.3785325 261258.8980665781 3807183.996664825
3462 132.403135528 34.378370222 261223.8535138024 3807166.8813665775
3463 132.403229944 34.378192028 261232.0308339854 3807146.892556353
3464 132.401743361 34.377826306 261094.26870776457 3807109.8266293188
3465 132.401768778 34.378224667 261097.73861089515 3807153.9555222145
3466 132.40173075 34.377593917 261092.4483303483 3807084.078251457
3467 132.403424 34.377879 261248.9892131709 3807111.71243235
3468 132.403492917 34.377762167 261254.99575240587 3807098.5902591934
3469 132.403668667 34.377480194 261270.35888694352 3807066.8981171
3470 132.402787194 34.377442194 261189.1802416662 3807064.759015239
3471 132.402976667 34.377153667 261205.78674446023 3807032.3074208074
3472 132.402096 34.376447278 261122.78240346338 3806956.0249317396
3473 132.4021995 34.376177667 261131.53545163505 3806925.874069616
3474 132.401917694 34.376352222 261106.11291585644 3806945.900855246
3475 132.400775528 34.376906111 261002.639222312 3807010.033845975
3476 132.4013005 34.376733111 261050.430424265 3806989.6060780073
3477 132.401673528 34.375810194 261082.11562247647 3806886.350985489
3478 132.401306972 34.375922028 261048.72001521508 3806899.6202340154
3479 132.402659944 34.376108028 261173.6861366697 3806917.0644800104
3480 132.402420861 34.375583889 261150.2075670119 3806859.4868462984
3481 132.402254861 34.376169278 261136.60334592377 3806924.813069633
3482 132.403907083 34.375910444 261287.82856024936 3806892.2099714326
3483 132.403434639 34.375980083 261244.57401293793 3806901.0472935103
3484 132.403855472 34.377179167 261286.6847743252 3807033.0663842787
3485 132.404022139 34.376931444 261301.31001942343 3807005.194924705
3486 132.404181361 34.37669475 261315.28193977213 3806978.5644294918
3487 132.404373806 34.376406389 261332.16286248004 3806946.1245128047
3488 132.400532528 34.376155583 260978.1557333501 3806927.3532828647
3489 132.403171667 34.375356167 261218.61527238987 3806832.4578637965
3490 132.401848639 34.378259194 261105.18164456933 3807157.597282621
3491 132.401548333 34.378135944 261077.21185201738 3807144.633316005
3492 132.401614611 34.382420639 261095.48735804565 3807619.7634882294
3493 132.404765556 34.379395111 261376.67828925766 3807276.730503722
3494 132.405003972 34.379182556 261398.00192116498 3807252.5913512036
3495 132.404864 34.379498194 261386.02480722763 3807287.9334060345
3496 132.408333333 34.383037083 261715.13168589392 3807672.32859774
3497 132.403700528 34.38163025 261285.07660373862 3807527.174105993
3498 132.403358972 34.381931556 261254.5205923809 3807561.401333582
3499 132.406138944 34.379106389 261502.1690488525 3807241.47161664
3500 132.402049444 34.375696361 261116.36651100995 3806872.8380650845
3501 132.402311889 34.377759944 261146.36848813976 3807101.1256650467
3502 132.402530417 34.378107361 261167.45401808363 3807139.1485537277
3503 132.401876333 34.376988306 261104.11662411378 3807016.556876376
3504 132.402244306 34.377197306 261138.55390157725 3807038.873449538
3505 132.401940611 34.379180361 261116.25851368066 3807259.562384593
3506 132.402036583 34.380703944 261129.41531271033 3807428.3419885156
3507 132.402383417 34.379775139 261158.67358065365 3807324.4956473284
3508 132.402797472 34.375469667 261184.52145328373 3806845.9293995416
3509 132.402507528 34.380231806 261171.38566964414 3807374.85970915
3510 132.403118389 34.380106833 261227.21078931814 3807359.5578688835
3511 132.403049556 34.376043667 261209.3372196282 3806909.0073890667
3512 132.403265722 34.377659167 261233.80769834714 3807087.6999107115
3513 132.40298875 34.37971875 261214.1854414554 3807316.8145508445
3514 132.403318139 34.375693778 261233.04586956208 3806869.562872717
3515 132.403171194 34.376854694 261222.8285274774 3806998.685222459
3516 132.402731389 34.376654083 261181.80858603382 3806977.468116096
3517 132.403338361 34.376613111 261237.51708186654 3806971.4935673918
3518 132.403357361 34.3779865 261243.1656920192 3807123.7939689346
3519 132.403809861 34.378049889 261284.96271705357 3807129.7598656253
3520 132.403537361 34.380009111 261265.4656209191 3807347.7311244924
3521 132.403443194 34.379856167 261256.37071753605 3807330.9873595694
3522 132.403411139 34.381252139 261257.3881676151 3807485.9131181603
3523 132.403611944 34.378370083 261267.66950190125 3807165.7439108756
3524 132.404448361 34.378347083 261344.53016111837 3807161.2232046616
3525 132.403524028 34.377020111 261255.74938997396 3807016.203366674
3526 132.404194806 34.381219056 261329.36624845723 3807480.397908471
3527 132.404539056 34.376863167 261348.65826530269 3806996.404229852
3528 132.404128389 34.379951694 261319.65884106507 3807339.970309316
3529 132.403865556 34.379665 261294.67207725506 3807308.787238281
3530 132.404057528 34.380568444 261314.89336421606 3807408.551048551
3531 132.404155361 34.378811417 261318.90128600827 3807213.419932896
3532 132.404610861 34.378786194 261360.7221598565 3807209.5496709496
3533 132.404246028 34.377364889 261323.13240746202 3807052.748291253
3534 132.405029111 34.38030875 261403.5110565404 3807377.456849481
3535 132.404497583 34.379429333 261352.13006605493 3807281.1574503365
3536 132.404988778 34.378950917 261395.94694149986 3807226.9322306626
3537 132.404888222 34.377024889 261381.23102005216 3807013.5215659533
3538 132.405562889 34.377342306 261444.18253371268 3807047.143694469
3539 132.404894556 34.379136861 261387.8092146476 3807247.7801072374
3540 132.405065083 34.376194083 261395.13901225224 3806920.9469988043
3541 132.406250417 34.380204167 261515.53617446715 3807362.9819012336
3542 132.408200361 34.379186778 261691.98537449157 3807245.5409643515
3543 132.408124944 34.379687694 261686.46960380147 3807301.283023737
3544 132.408333333 34.379272861 261704.4588479033 3807254.777250877
3545 132.408333333 34.379759 261705.83715788551 3807308.702856456
3546 132.408295278 34.376502194 261693.10370776049 3806947.526901123
3547 132.408268111 34.376421083 261690.37512852487 3806938.593420451
3548 132.407647306 34.376720194 261634.12612175493 3806973.2321650465
3549 132.406480917 34.37746325 261528.95844579328 3807058.3997047134
3550 132.408208194 34.376525028 261685.1590889934 3806950.2644972247
3551 132.407670389 34.383333333 261655.00386580388 3807706.749189803
3552 132.407978278 34.383333333 261683.31896618713 3807706.0252579795
3553 132.408333333 34.382554583 261713.76357823008 3807618.8066301425
3554 132.408333333 34.382602417 261713.89920869132 3807624.1126813865
3555 132.401435417 34.382405972 261078.96582292978 3807618.558883469
3556 132.404116917 34.381265833 261322.3358211561 3807485.7701089117
3557 132.405031333 34.380827694 261405.18864857097 3807435.016225363
3558 132.400651139 34.381751694 261004.97787947312 3807547.830918555
3559 132.403974556 34.377781861 261299.34874388625 3807099.6406732346
3560 132.404335333 34.377942639 261332.98646127043 3807116.625774906
3561 132.405821722 34.383333333 261484.9906209509 3807711.0977269653
3562 132.405304944 34.382858556 261436.11715646656 3807659.648545118
3563 132.405087083 34.38266725 261415.53825816387 3807638.9404159705
3564 132.403861889 34.3808005 261297.55984087792 3807434.7528726356
3565 132.404877389 34.381119917 261391.8603637987 3807467.79383699
3566 132.404730167 34.380939972 261377.80976727014 3807448.179730685
3567 132.403920806 34.380498889 261302.1217126283 3807401.157493817
3568 132.404174111 34.379997972 261323.99527267774 3807344.9961108416
3569 132.403274611 34.3810965 261244.3898506729 3807468.970191247
3570 132.403058222 34.380849444 261223.78710412612 3807442.074824692
3571 132.4026515 34.380865917 261186.42844604782 3807444.8602374694
3572 132.402626972 34.380644611 261183.5437965729 3807420.369320846
3573 132.402048167 34.380944806 261131.16525263106 3807455.0326773576
3574 132.403071667 34.380625806 261224.38824333553 3807417.235774938
3575 132.403226861 34.380505667 261238.31988208162 3807403.5436276044
3576 132.403304139 34.379641861 261242.97314854723 3807307.5426542186
3577 132.403605611 34.379502222 261270.30273140225 3807291.3429884734
3578 132.403650083 34.379476167 261274.31879808372 3807288.3480694555
3579 132.40372375 34.378624417 261278.67475225302 3807193.692985462
3580 132.404125972 34.379491861 261318.13069713023 3807288.9683589363
3581 132.404330444 34.379631111 261337.33131967302 3807303.933452316
3582 132.404544583 34.37975525 261357.3780410993 3807317.1996152555
3583 132.404469972 34.379845806 261350.77325120277 3807327.4203172037
3584 132.405693833 34.379837167 261463.30622969836 3807323.581475381
3585 132.407691667 34.37876425 261644.00263406886 3807199.86744297
3586 132.408238167 34.379113889 261695.25572376195 3807237.366782945
3587 132.402713222 34.382172528 261195.81767096044 3807589.6526382985
3588 132.402866611 34.382529111 261210.93755133587 3807628.845795707
3589 132.402493194 34.382343806 261176.0691634986 3807609.170296143
