node-num latitude lontitude x-coordinate y-coordinate
116 132.375 34.3631375 258592.4595259123 3805543.786904616
117 132.378708111 34.367340778 258945.6114881347 3806001.2234015004
118 132.380983167 34.366673889 259152.96908851442 3805921.841429461
119 132.38143 34.367429139 259196.2335737804 3806004.557843773
120 132.382470583 34.367114111 259291.04812540536 3805967.1421063803
121 132.377781833 34.367318944 258860.34648052003 3806001.0037807995
122 132.379543806 34.366838167 259021.0412924689 3805943.4839242185
123 132.378252444 34.367333583 258903.67696643595 3806001.5085987626
124 132.381025083 34.366965389 259157.65962227262 3805954.0770959347
125 132.375 34.367076472 258603.76713947696 3805980.725941657
126 132.37887575 34.375 258982.98974743043 3806850.4404649273
127 132.378970333 34.374848389 258991.25435747785 3806833.3978329794
128 132.375 34.374834083 258626.04026728947 3806841.2564669554
129 132.375068861 34.374777417 258632.2110834122 3806834.806715106
130 132.375018333 34.374629972 258627.14037141643 3806818.571334471
131 132.377054194 34.373254333 258810.44321761638 3806661.1303775623
132 132.377014861 34.374430833 258810.20101880905 3806791.7298407
133 132.377070389 34.372826083 258810.70413144038 3806613.587268238
134 132.376209361 34.372726806 258731.2238908932 3806604.6233734637
135 132.376152722 34.374413583 258730.85551591564 3806791.867706791
136 132.37662325 34.372990528 258770.0492193644 3806632.892483522
137 132.376158222 34.372693056 258726.4233780561 3806601.0012740833
138 132.375957278 34.3725605 258707.5605281518 3806586.7754093907
139 132.376403972 34.371991333 258747.01318942689 3806522.5762950517
140 132.377666361 34.372245917 258863.8561113377 3806547.8134894124
141 132.377397944 34.372537917 258840.0052194558 3806580.842649752
142 132.37791425 34.371972306 258885.8717833941 3806516.8730581286
143 132.377491056 34.371589333 258845.84847128464 3806475.3974171453
144 132.377345472 34.371592667 258832.46736848724 3806476.1135251415
145 132.376373806 34.371203583 258741.97797873834 3806435.265153998
146 132.376202111 34.371502889 258727.04453275364 3806468.8748952006
147 132.375805667 34.372745389 258694.1463599117 3806607.645467789
148 132.378545139 34.374833306 258952.10373356336 3806832.7355842483
149 132.37699525 34.374791278 258809.43147396928 3806831.7596668727
150 132.375 34.371446417 258616.31328484244 3806465.4718566565
151 132.375264056 34.371543 258640.8782204329 3806475.55692994
152 132.375609444 34.371675028 258673.02567771933 3806489.3802935192
153 132.375911361 34.371793083 258701.13451859754 3806501.757232788
154 132.376673889 34.372111139 258772.183533903 3806535.223815195
155 132.377089556 34.372345389 258811.08797385223 3806560.219625563
156 132.381287167 34.3738975 259201.62210920703 3806722.4132606504
157 132.381510083 34.374796083 259224.69886835208 3806821.5610407135
158 132.381208139 34.371630528 259187.85975192944 3806471.132368231
159 132.381237917 34.371544833 259190.3532376759 3806461.555748176
160 132.378635278 34.374474889 258959.36657088675 3806792.7630796847
161 132.378774944 34.373919611 258970.62034815366 3806730.8356048474
162 132.379221972 34.373901028 259011.6830911505 3806727.7115816777
163 132.377954861 34.37376425 258894.74648031502 3806715.551796206
164 132.37851525 34.373162167 258944.56268538564 3806647.4318974684
165 132.378210528 34.373472167 258917.42421593564 3806682.5438721073
166 132.378969333 34.3727895 258985.25956398298 3806605.013476407
167 132.378783139 34.372856222 258968.32518357466 3806612.8573881653
168 132.379151611 34.373150861 259003.06098362393 3806644.664933877
169 132.378956861 34.372445528 258983.12627989872 3806566.8872891366
170 132.3789425 34.372502694 258981.96927443 3806573.2626893423
171 132.379082056 34.372092222 258993.62862296155 3806527.3984608967
172 132.379002 34.372317333 258986.91055859558 3806552.5596812093
173 132.379875139 34.372015167 259066.35427188245 3806516.9660679693
174 132.380251889 34.372308472 259101.84760217989 3806548.6063302797
175 132.379919028 34.373073222 259073.42334811063 3806634.2287716037
176 132.380082611 34.372681917 259087.34790330846 3806590.4337221514
177 132.380803833 34.372337028 259152.69617235006 3806550.4626929676
178 132.381576667 34.371486361 259221.34363319055 3806454.2651211764
179 132.381847083 34.371324194 259245.75182728138 3806435.6342773084
180 132.381883111 34.371136806 259248.52904615694 3806414.762333092
181 132.380819722 34.371984167 259153.14672088806 3806511.2831057752
182 132.382137556 34.372019556 259274.46035675588 3806512.0790344356
183 132.382637306 34.373883417 259325.76260742478 3806717.6451967307
184 132.381438778 34.373597639 259214.70784782217 3806688.7904723333
185 132.382826583 34.373495028 259342.05974630528 3806674.113050549
186 132.382927111 34.372709 259349.05589942704 3806586.682679269
187 132.383231694 34.372979028 259377.8435978722 3806615.9131753477
188 132.383333333 34.372119139 259384.73097679406 3806520.2870426
189 132.382993028 34.3734695 259357.2957388592 3806670.88623032
190 132.381597444 34.373243444 259228.28697333956 3806649.123843041
191 132.379806861 34.3734775 259064.2652069379 3806679.340722014
192 132.379707583 34.373851889 259056.20699322072 3806721.1065564384
193 132.379730083 34.373767056 259058.03331819002 3806711.6428021216
194 132.379672222 34.374008389 259053.4031795554 3806738.5506924936
195 132.382032889 34.372626167 259266.570301093 3806579.6171156373
196 132.381764278 34.372900194 259242.64884720603 3806610.6519428394
197 132.382414833 34.372748306 259302.05033455483 3806592.2588219605
198 132.382203611 34.372377389 259281.5605812864 3806551.6155616143
199 132.38330025 34.368176583 259370.4045647497 3806083.0297276387
200 132.383333333 34.368189944 259373.4858600587 3806084.4333145297
201 132.382973806 34.368743472 259341.99996459068 3806146.687730078
202 132.382971889 34.368041917 259339.81564033416 3806068.8709132713
203 132.383118222 34.368101694 259353.44682933408 3806075.154500755
204 132.382649 34.368614667 259311.75496146057 3806133.1707211905
205 132.382655778 34.367918889 259310.38672153142 3806055.974084998
206 132.382501417 34.369537056 259300.82055711385 3806235.8388816547
207 132.38329725 34.368871833 259372.1183245264 3806160.1588129853
208 132.382863194 34.369610167 259334.3064704558 3806243.090119866
209 132.383333333 34.368889806 259375.4887395216 3806162.066875098
210 132.383204028 34.369713389 259365.95214567686 3806253.731299625
211 132.381102778 34.370426389 259174.71957690845 3806337.8110129386
212 132.380954056 34.37046 259161.1363859661 3806341.892629315
213 132.377478222 34.369957278 258839.98662259843 3806294.3886898253
214 132.377903861 34.3694735 258877.7498121685 3806239.712306805
215 132.382154306 34.369470194 259268.7014706223 3806229.246124066
216 132.381788028 34.369399389 259234.8080346259 3806222.261601068
217 132.382327694 34.368488111 259281.8382415603 3806119.894971606
218 132.382161417 34.368765944 259267.3391770798 3806151.108900872
219 132.381494694 34.367806694 259203.26557938458 3806046.2852571816
220 132.38213725 34.368058972 259263.0921023076 3806072.743999591
221 132.38230325 34.367777806 259277.55628148786 3806041.1610110505
222 132.381069917 34.367247028 259162.59029971462 3805985.2119827173
223 132.381122694 34.367575861 259168.38675048226 3806021.5630961135
224 132.381175972 34.367907694 259174.23784692978 3806058.245803643
225 132.379649861 34.368002472 259034.1333053494 3806072.3848230555
226 132.381280806 34.368569722 259185.77686294165 3806131.433618924
227 132.379706917 34.368684361 259041.33562294973 3806147.8891855124
228 132.3814745 34.369728722 259206.91252183056 3806259.5380473277
229 132.378749111 34.367713639 258950.45172248516 3806042.4863211694
230 132.378783722 34.368049472 258954.5981047007 3806079.657022685
231 132.379279444 34.368680361 259002.00429315085 3806148.461390617
232 132.379252139 34.369201139 259000.98543970258 3806206.294677539
233 132.379224 34.368028917 258995.03719581454 3806076.330384522
234 132.379172639 34.367359333 258988.39362462563 3806002.1774633853
235 132.381571333 34.368197333 259211.43374287838 3806089.435678552
236 132.38164 34.368567028 259218.8085932047 3806130.2817805125
237 132.381842139 34.369808194 259240.9558589932 3806267.480635962
238 132.377269528 34.369947194 258820.76186264108 3806293.766483756
239 132.379593556 34.367334417 259027.03966214388 3805998.413247953
240 132.375335583 34.375 258657.38203047647 3806858.862274815
241 132.377498056 34.373545139 258852.1025784104 3806692.332853916
242 132.377171111 34.369939139 258811.68628322543 3806293.1070661885
243 132.376705139 34.370407722 258770.17026959537 3806346.194172411
244 132.379436389 34.374873111 259034.19088918512 3806835.032350783
245 132.38094925 34.371431861 259163.47833268894 3806449.7097347686
246 132.380018889 34.371666639 259078.5773970398 3806477.9632782796
247 132.380368583 34.373670194 259116.48276961315 3806699.380965895
248 132.381266167 34.372396583 259195.3913423014 3806555.9707857766
249 132.381977139 34.368347389 259249.1904766626 3806105.117366782
250 132.375962944 34.371043639 258703.72807307038 3806418.500720623
251 132.376013528 34.371833056 258710.64644134036 3806505.9481835784
252 132.37637175 34.369797611 258737.75429848608 3806279.309497487
253 132.379533 34.370409028 259030.28137153853 3806339.614784283
254 132.3789005 34.370309361 258971.81815694112 3806330.0623763325
255 132.381086639 34.371479056 259176.25043215713 3806454.6186033813
256 132.381226611 34.368242417 259179.85444797782 3806095.255360807
257 132.380786306 34.371010306 259147.28322326482 3806403.3349277526
258 132.382154806 34.370418944 259271.46393687383 3806334.4869407774
259 132.383333333 34.369755556 259377.9664104195 3806258.101896114
260 132.383323306 34.370557333 259379.3387645487 3806347.0643913094
261 132.383097639 34.370469028 259358.3291768304 3806337.804544819
262 132.378272278 34.371253083 258916.74023477428 3806436.2403242835
263 132.378070472 34.37158125 258899.1193734657 3806473.1228221236
264 132.378489889 34.37167025 258937.95210691227 3806481.99806938
265 132.378807111 34.371747667 258967.35177760865 3806489.8315463383
266 132.378754167 34.371898611 258962.91482269077 3806506.701197984
267 132.377964583 34.371705278 258889.73551684222 3806487.132700601
268 132.375 34.372233361 258618.57275647158 3806552.765407621
269 132.375093583 34.372546861 258628.08046549335 3806587.318314678
270 132.383333333 34.374014139 259390.1547564135 3806730.493745593
271 132.383333333 34.367462639 259371.40448175062 3806003.7555929963
272 132.383333333 34.368809278 259375.25828100427 3806153.1341489083
273 132.383333333 34.369491778 259377.21150413068 3806228.841801674
274 132.383333333 34.370561389 259380.27265560976 3806347.490515777
275 132.382954778 34.374995444 259358.14587644287 3806840.245483376
276 132.382954521 34.374995183 259358.1214916764 3806840.217141433
277 132.381612194 34.374886333 259234.34905427106 3806831.3297108593
278 132.375 34.374622583 258625.43296403965 3806817.7953402074
279 132.375 34.374343889 258624.6327242853 3806786.880564555
280 132.376992528 34.374838639 258809.31700643414 3806837.0197680667
281 132.377007083 34.374615361 258810.0150772745 3806812.217527275
282 132.376557333 34.374421389 258768.0923795741 3806791.7707952866
283 132.380310167 34.373431028 259110.42453303732 3806672.9897625796
284 132.379603861 34.374259083 259047.83415945058 3806766.5219313875
285 132.379536917 34.374504528 259042.3804651672 3806793.9075520705
286 132.378715306 34.374162778 258965.832290162 3806757.951218884
287 132.377482361 34.374123889 258852.31921774696 3806756.5693136263
288 132.377476389 34.374441111 258852.67993881367 3806791.772075111
289 132.382550389 34.375 259320.96520393467 3806841.7108045877
290 132.382728333 34.374764917 259336.6585893194 3806815.2113159047
291 132.382909639 34.3744375 259352.39696509595 3806778.461540703
292 132.382950111 34.3743145 259355.76729744766 3806764.721448333
293 132.381965389 34.374496361 259265.71745883883 3806787.232531212
294 132.383155472 34.374892889 259376.31116249113 3806828.393007818
295 132.38317375 34.374988833 259378.26692151863 3806838.9924115483
296 132.381509639 34.375 259225.24210800373 3806844.182017696
297 132.381883472 34.375 259259.62544271006 3806843.2942550876
298 132.381819083 34.374462583 259252.16412967735 3806783.833048817
299 132.383190361 34.373063028 259374.28233410537 3806625.3291416094
300 132.383333333 34.372987778 259387.21712165003 3806616.6425719615
301 132.382899861 34.372030056 259344.60598052703 3806511.4341218513
302 132.382446194 34.372010056 259302.8211780688 3806510.2924840073
303 132.382325917 34.371790611 259291.1299859973 3806486.235642319
304 132.382427444 34.371664111 259300.10612373825 3806471.962344327
305 132.383333333 34.371833306 259383.91290194023 3806488.580444159
306 132.382855861 34.371154639 259338.05299273823 3806414.4311656556
307 132.380670694 34.371200278 259137.19354317492 3806424.682603842
308 132.381146694 34.371331417 259181.351329411 3806438.0988013013
309 132.380469361 34.371279639 259118.9024536556 3806433.964186772
310 132.375012806 34.372035833 258619.18348756968 3806530.823676858
311 132.375164056 34.372023306 258633.05927718323 3806529.07401496
312 132.375 34.371202278 258615.61232282926 3806438.3901852565
313 132.375365194 34.371320028 258649.54069992024 3806450.5825046697
314 132.375825389 34.370575833 258689.7331129234 3806366.935664332
315 132.376720861 34.370553917 258772.03584797535 3806362.3737691017
316 132.376899528 34.370720028 258788.94623766045 3806380.3749374705
317 132.37726525 34.370797917 258822.80875834136 3806388.1449606377
318 132.375828583 34.370322028 258689.29842967985 3806338.774178433
319 132.376242861 34.370589944 258728.1727327766 3806367.507474683
320 132.376135139 34.370303083 258717.44120411572 3806335.943120344
321 132.376176389 34.369763528 258719.68699484476 3806275.9936305387
322 132.3759425 34.369716889 258698.03979394012 3806271.3766847122
323 132.37587175 34.369706056 258691.50104191925 3806270.3433845
324 132.375877778 34.369621944 258691.81409610412 3806260.9987289305
325 132.375354278 34.369701417 258643.8900887975 3806271.060436228
326 132.377508194 34.369342083 258840.97891413214 3806226.075570291
327 132.377310417 34.369678417 258823.75187353586 3806263.8545538047
328 132.376167472 34.369024528 258716.74606404314 3806194.0396495373
329 132.375426833 34.368858722 258648.14478658143 3806177.409917591
330 132.375122139 34.369144722 258620.93948044177 3806209.8603968555
331 132.3750175 34.369351917 258611.90945999447 3806233.0930677787
332 132.375 34.369706972 258611.3191565384 3806272.5199999227
333 132.3750995 34.372734111 258629.16232158113 3806608.0753614022
334 132.375 34.372716667 258619.96044604285 3806606.3772280407
335 132.375 34.373081944 258621.00925693905 3806646.8964146473
336 132.375361944 34.372797694 258653.48387557064 3806614.503686265
337 132.375 34.368709528 258608.45549112727 3806161.8762959125
338 132.377994194 34.370000722 258887.570703428 3806297.9807273895
339 132.377768917 34.370748528 258868.9943153109 3806381.4684469984
340 132.377809583 34.370574639 258872.23605023205 3806362.082722674
341 132.377298194 34.370676472 258825.49056553227 3806374.5950473463
342 132.378163722 34.372126583 258909.26027983002 3806533.393329116
343 132.380667222 34.370512 259134.90233442877 3806348.342186923
344 132.379620333 34.367671389 259030.4684054816 3806035.72892813
345 132.379679111 34.368329167 259037.7600455186 3806108.5546323657
346 132.379369972 34.375 259028.4459088134 3806849.2656515064
347 132.37698325 34.375 258808.92664352874 3806854.9411730045
348 132.382237833 34.375 259292.21783443686 3806842.452851026
349 132.382274944 34.375 259295.63112252415 3806842.364740296
350 132.383333333 34.372049194 259384.53078855795 3806512.5282531707
351 132.383333333 34.374881806 259392.638239948 3806826.741477523
352 132.383333333 34.371646806 259383.3791285961 3806467.8925584774
353 132.383333333 34.374111111 259390.4323121873 3806741.2505619684
354 132.383333333 34.371265944 259382.28908835916 3806425.6446805834
355 132.383333333 34.373421444 259388.45834441276 3806664.747849897
356 132.375 34.374174361 258624.1459457201 3806768.0752801383
357 132.375175194 34.373680167 258638.84071472767 3806712.838585019
358 132.375 34.373388667 258621.88995075843 3806680.9203663715
359 132.375465361 34.373411028 258664.7566808093 3806682.2929819683
360 132.376500667 34.374820472 258764.02574497415 3806836.174813335
361 132.380127528 34.373973 259095.1791044855 3806733.5431218743
362 132.380121556 34.374219972 259095.33758191997 3806760.9532095194
363 132.380076806 34.374459583 259091.90833624054 3806787.63890753
364 132.383300583 34.374478167 259388.47071317668 3806782.044721228
365 132.381842083 34.3746555 259254.8320653314 3806805.1781539526
366 132.383025389 34.370751111 259352.49102727883 3806369.266640262
367 132.38190625 34.371448444 259251.54975879917 3806449.276471721
368 132.381588417 34.371360972 259222.06527894398 3806440.3281856747
369 132.381630194 34.371200806 259225.44919265565 3806422.4622352496
370 132.381794333 34.371104389 259240.270470953 3806411.3772148266
371 132.381486944 34.370876472 259211.34425811996 3806386.8250056114
372 132.381386944 34.371175861 259203.00378448048 3806420.2728312523
373 132.379109806 34.371298778 258993.90647140695 3806439.3180272994
374 132.379239639 34.371376417 259006.07096580326 3806447.621694618
375 132.375209583 34.371740778 258636.43565528345 3806497.6255758926
376 132.376578778 34.370744 258759.51245564822 3806383.7971887025
377 132.376643 34.370912083 258765.90187437218 3806402.289366255
378 132.376246722 34.370964 258729.6013161275 3806408.991277936
379 132.375747972 34.370155611 258681.40613721032 3806320.5058547603
380 132.376414806 34.369625889 258741.2218763163 3806260.1584097827
381 132.375932444 34.370005556 258697.94331521986 3806303.421642046
382 132.376680722 34.369478361 258765.2578499038 3806243.160859908
383 132.375637306 34.369382194 258669.00703847458 3806234.9762474103
384 132.375 34.37026275 258612.91482901445 3806334.1709223846
385 132.375223944 34.370264222 258633.51753341415 3806333.8010886717
386 132.375305917 34.370629778 258642.10687292155 3806374.156074881
387 132.375642056 34.373320083 258680.74749409102 3806671.7841159073
388 132.375327778 34.373005306 258650.9374020357 3806637.6148507493
389 132.375614722 34.372647083 258676.30147233317 3806597.1951252357
390 132.376197528 34.369432444 258720.68126305446 3806239.2171069006
391 132.378508167 34.370615417 258936.60877305063 3806364.944995822
392 132.378781444 34.3707965 258962.26395281998 3806384.382328043
393 132.380579639 34.370712167 259127.4199208342 3806370.754187576
394 132.380630222 34.370251278 259130.75212463312 3806319.508955597
395 132.380888472 34.370071306 259153.99049864884 3806298.9317298224
396 132.381062028 34.370096694 259170.026995426 3806301.33570626
397 132.375 34.3719295 258617.70030612955 3806519.058934836
398 132.375 34.372179778 258618.41890764976 3806546.821591335
399 132.383333333 34.370202444 259379.24537089455 3806307.673830416
400 132.375787583 34.368190333 258679.40896156308 3806102.4087794903
401 132.375 34.367916694 258606.17931404206 3806073.929423442
402 132.376179667 34.368332417 258715.88165096976 3806117.2367033423
403 132.377613833 34.368816167 258849.1873455938 3806167.4859638074
404 132.378762139 34.375182139 258973.06260286272 3806870.91472932
405 132.375587417 34.375104028 258680.8431772481 3806869.8023480135
406 132.382947389 34.375 259357.47931504424 3806840.768405717
407 132.382595278 34.375237028 259325.7725118383 3806867.8970622094
408 132.38251425 34.375096611 259317.91793215822 3806852.513374123
409 132.383183778 34.375 259379.22121281168 3806840.207333394
410 132.383333333 34.375057333 259393.1406495651 3806846.2121693725
411 132.382053333 34.375104556 259275.54784438031 3806854.489011237
412 132.376408444 34.381109417 258773.5934207791 3807534.0100369235
413 132.375330722 34.380451083 258672.5864602189 3807463.548014137
414 132.376512861 34.380805556 258782.324357156 3807500.055057706
415 132.376107694 34.380641472 258744.5905688061 3807482.817885183
416 132.377588667 34.381149333 258882.25133591527 3807535.6297958097
417 132.37757275 34.380824778 258879.8563089265 3807499.665641234
418 132.378928889 34.380782833 259004.45854059607 3807491.7877931613
419 132.377560806 34.380464222 258877.72338417187 3807459.6985433106
420 132.377540917 34.380144889 258874.97803045934 3807424.3231022838
421 132.378997833 34.380419972 259009.75875199903 3807451.3727042433
422 132.378991083 34.380161833 259008.3977604672 3807422.754098602
423 132.376253917 34.379673611 258755.26038167896 3807375.1076248144
424 132.376614028 34.37964125 258788.28696326236 3807370.6609522323
425 132.377450889 34.379564917 258865.0341941536 3807360.2025232315
426 132.377412083 34.379271833 258860.62430694856 3807327.783816692
427 132.378831583 34.379171167 258990.88781275658 3807313.2414375963
428 132.376221278 34.379385139 258751.4305310839 3807343.1858690195
429 132.376182 34.3790535 258746.86616391814 3807306.4915145566
430 132.3761465 34.378732361 258742.67938309396 3807270.9529078812
431 132.375833417 34.379414694 258715.84362282013 3807347.3874563365
432 132.375398556 34.379470333 258676.00902177443 3807354.594499031
433 132.375656639 34.380266778 258702.03166257034 3807442.3276759074
434 132.375435306 34.379795 258680.3211478864 3807390.5214679055
435 132.376342861 34.380340083 258765.35356605565 3807448.8259243853
436 132.379767389 34.381173222 259082.69352068615 3807533.0993904937
437 132.379336194 34.381181833 259043.06189159106 3807535.0794952
438 132.38139 34.380474528 259229.92077205458 3807451.7399461498
439 132.379756611 34.380814944 259080.6752253743 3807493.382213662
440 132.381396694 34.380815917 259231.51443564842 3807489.5933694635
441 132.381386528 34.381167583 259231.58695834965 3807528.6268395516
442 132.382302639 34.380870333 259314.98889425254 3807493.478138701
443 132.379318972 34.38077425 259040.3094162746 3807489.908367025
444 132.379306417 34.380411056 259038.1134264326 3807449.650097037
445 132.377850111 34.378917 258899.89210435023 3807287.381266537
446 132.378814917 34.378904028 258988.58899727862 3807283.648065972
447 132.380147361 34.379166417 259111.8870979579 3807309.5870631393
448 132.380126222 34.378826389 259108.96837590897 3807271.9189389967
449 132.381747444 34.379162056 259259.03515454396 3807305.302196364
450 132.381749889 34.378826889 259258.29999569117 3807268.117267659
451 132.382736528 34.3791615 259350.00015379302 3807302.8920440385
452 132.380577083 34.381777917 259158.89270600214 3807598.2524218136
453 132.381043583 34.381756639 259201.73467572164 3807594.7838103524
454 132.381979444 34.377294722 259275.024248092 3807097.6132405493
455 132.3826715 34.377497667 259339.2554998627 3807118.4822209915
456 132.382984139 34.377245389 259367.2874091288 3807089.7556103375
457 132.382208417 34.377013167 259295.27720346014 3807065.837467123
458 132.383333333 34.377353944 259399.71443037843 3807100.9684874373
459 132.38312225 34.376956389 259379.1625252083 3807057.3698630254
460 132.382323722 34.376659306 259304.86884450263 3807026.310920999
