estimateUncomParameter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369.322887,1522.626673,1440.429168,1416.028942,1312.3,1325.310058,1362.745585,1307.910892,1386.9,1356.615547,1269.83065,1435.77315,1373.631668,1475.000084,1434.479923,1247.3,1446.332426,1336.848883,1491.1,1482.553382,1359.626587,1322.04004,1299.9,1544.418529,1449.6,1409.064377,1414.920605,1341.566014,1191.219219,1354.4
1369.033677,1426.463777,1440.429168,1416.028942,1257.7,1325.310058,1362.745585,1272.866014,1386.9,1356.615547,1173.304313,1416.535298,1373.631668,1421.813984,1434.479923,1247.3,1446.332426,1336.848883,1398.8,1482.553382,1359.626587,1312.21506,1299.9,1496.811747,1352.943331,1377.500296,1398.37315,1341.566014,1191.219219,1354.4
1369.033677,1338.263777,1432.229168,1405.111233,1211.8,1319,1362.745585,1272.866014,1318.7,1348.415547,1161.244403,1416.535298,1373.631668,1421.813984,1434.479923,1227.3,1446.332426,1336.848883,1377.050936,1482.553382,1359.626587,1312.21506,1299.9,1436.811747,1324.743331,1362.587838,1398.150952,1329.766014,1191.219219,1317.361018
1350.019085,1338.263777,1369.929168,1396.028942,1188.8,1218.321635,1355.965661,1272.866014,1318.7,1337.107132,1161.244403,1416.535298,1344.011747,1364.870882,1346.215861,1227.3,1365.895059,1336.848883,1377.050936,1431.610127,1339.623136,1312.21506,1299.9,1436.811747,1294.810058,1362.587838,1355.324143,1329.766014,1171.219219,1317.361018
1350.019085,1338.263777,1369.929168,1396.028942,1188.8,1218.321635,1350.945585,1272.866014,1304.6,1337.107132,1158.944403,1416.535298,1309.911747,1347.260881,1346.215861,1227.3,1354.095059,1336.848883,1311.600183,1420.941712,1333.723136,1295.81506,1299.9,1436.811747,1294.810058,1362.587838,1323.516103,1329.766014,1137.119219,1317.361018
1324.880031,1338.263777,1369.929168,1396.028942,1180.6,1218.321635,1321.710895,1272.866014,1304.6,1337.107132,1158.944403,1382.882933,1305.282231,1295.445664,1266.215861,1190.9,1354.095059,1292.248883,1311.600183,1417.341712,1333.723136,1295.81506,1265.269594,1436.811747,1294.810058,1362.587838,1323.516103,1329.766014,1111.219219,1298.166789
1287.710103,1338.263777,1369.929168,1367.828942,1180.6,1218.321635,1187.416302,1272.866014,1304.6,1275.332276,1158.944403,1304.9,1305.282231,1267.245664,1266.215861,1190.9,1354.095059,1264.071942,1311.600183,1417.341712,1333.723136,1295.81506,1265.269594,1436.811747,1294.810058,1362.587838,1323.516103,1329.766014,1093.660276,1288.623387
1287.710103,1307.395894,1369.929168,1367.828942,1180.6,1218.321635,1187.416302,1272.866014,1284.6,1273.255159,1153.044403,1304.9,1277.082231,1267.245664,1266.215861,1143.974011,1347.181286,1264.071942,1299.8,1417.341712,1333.723136,1295.81506,1256,1436.811747,1294.810058,1333.094629,1295.316103,1329.766014,1093.660276,1288.623387
1287.710103,1307.395894,1369.929168,1367.828942,1180.6,1218.321635,1187.416302,1256.466014,1284.6,1273.255159,1153.044403,1246.78847,1277.082231,1267.245664,1266.215861,1143.974011,1347.181286,1264.048883,1257.5,1401.309528,1333.723136,1284.350404,1256,1415.273073,1294.810058,1333.094629,1295.316103,1321.566014,1093.660276,1288.623387
1287.710103,1307.395894,1369.929168,1362.401974,1180.6,1185.924326,1187.416302,1188.266014,1281.6,1273.255159,1153.044403,1246.78847,1262.932506,1267.245664,1256.791874,1112.882638,1347.181286,1264.048883,1257.5,1303.995695,1333.723136,1281.71506,1256,1415.273073,1294.810058,1333.094629,1295.316103,1321.566014,1093.660276,1288.623387
1287.710103,1307.395894,1355.829168,1362.401974,1179.8,1185.924326,1187.416302,1162.366014,1267.5,1273.255159,1153.044403,1246.78847,1262.932506,1261.109736,1243.16481,1112.882638,1347.181286,1250.112169,1257.5,1303.995695,1333.723136,1261.71506,1256,1415.273073,1281.303805,1333.094629,1282.02487,1321.566014,1093.660276,1288.623387
1287.710103,1307.395894,1339.429168,1362.401974,1179.8,1117.189813,1187.416302,1103.143492,1267.5,1249.655986,1147.144403,1246.78847,1262.932506,1241.109736,1243.16481,1084.182933,1341.281286,1236.928988,1241.10763,1303.995695,1325.523136,1261.71506,1256,1390.216453,1281.303805,1333.094629,1282.02487,1321.566014,1082.304128,1288.623387
1287.710103,1272.349847,1339.429168,1362.401974,1179.8,1117.189813,1187.416302,1089.043492,1267.5,1249.655986,1147.144403,1246.78847,1262.932506,1215.964749,1243.16481,1061.882933,1341.281286,1236.928988,1241.10763,1303.995695,1325.523136,1261.71506,1256,1390.216453,1281.303805,1318.994629,1272.833546,1321.566014,1082.304128,1288.623387
1287.710103,1272.349847,1339.429168,1362.401974,1159.8,1117.189813,1187.416302,1089.043492,1267.5,1249.655986,1147.144403,1246.78847,1262.932506,1199.540922,1243.16481,1047.782933,1339.921801,1236.928988,1237.50763,1303.995695,1325.523136,1261.71506,1232.4,1388.05878,1281.303805,1261.017672,1226.931596,1321.566014,1082.304128,1288.623387
1287.710103,1272.349847,1339.429168,1362.401974,1159.8,1053.388038,1187.416302,1072.085325,1266.5,1249.655986,1147.144403,1246.78847,1235.773354,1199.540922,1243.16481,1047.782933,1339.921801,1215.227826,1237.50763,1289.895695,1325.523136,1261.71506,1232.4,1373.4,1281.303805,1246.917672,1226.931596,1302.477349,1062.304128,1267.838953
1287.710103,1272.349847,1339.429168,1362.401974,1159.8,1053.388038,1187.416302,1046.690453,1266.5,1249.655986,1138.944403,1246.78847,1235.773354,1199.540922,1243.16481,1047.782933,1339.921801,1214.777426,1237.50763,1289.895695,1285.523136,1261.71506,1232.4,1308.4,1281.303805,1242.57308,1226.931596,1289.766014,1062.304128,1267.838953
1267.710103,1252.349847,1339.429168,1362.401974,1159.8,1053.388038,1142.816302,1046.690453,1210.1,1249.655986,1138.944403,1198.392596,1235.773354,1185.440922,1243.16481,1047.782933,1247.97308,1212.477426,1237.50763,1209.895695,1285.523136,1261.71506,1232.4,1190.5,1278.314188,1242.57308,1226.931596,1289.766014,1050.504128,1267.838953
1247.710103,1252.349847,1339.429168,1362.401974,1159.8,1053.388038,1142.816302,1046.690453,1198.3,1203.755986,1138.944403,1197.615784,1235.773354,1185.440922,1243.16481,1047.782933,1247.97308,1212.477426,1237.50763,1209.895695,1285.523136,1261.71506,1226.345566,1190.5,1219.003805,1241.017672,1226.931596,1233.366014,1050.504128,1267.838953
1247.710103,1252.349847,1339.429168,1362.401974,1159.8,1053.388038,1085.020113,1046.690453,1176,1173.805902,1130.744403,1151.715784,1235.773354,1185.440922,1243.16481,1047.782933,1247.97308,1212.477426,1237.50763,1209.895695,1285.523136,1261.71506,1153.590155,1190.5,1191.921043,1241.017672,1226.931596,1233.366014,1050.504128,1254.590683
1231.8,1252.349847,1339.429168,1362.401974,1153.9,1053.206215,1085.020113,1046.690453,1176,1159.705902,1130.744403,1151.542612,1235.773354,1185.440922,1243.16481,1047.782933,1247.97308,1150.177426,1237.50763,1209.895695,1211.423136,1254.879093,1125.390155,1190.5,1191.921043,1241.017672,1226.931596,1233.366014,1050.504128,1248.690683
