"mutation_rate", 0.2
"crossover_rate", 0.4
196.845841
197.885966
198.421683
196.361151
198.376861
196.361151
196.361151
196.845841
198.421683
197.885966
197.885966
196.845841
198.661348
196.361151
196.361151
198.376861
196.845841
196.845841
196.361151
196.845841
196.845841
196.845841
196.361151
197.353920
197.353920
197.353920
196.845841
198.421683
197.353920
197.353920
