"mutation_rate", 0.2
"crossover_rate", 0.1
198.661348
196.361151
198.421683
198.421683
196.361151
197.353920
196.361151
198.661348
196.845841
197.885966
196.361151
197.353920
197.353920
196.361151
196.845841
196.361151
199.220113
196.361151
199.220113
196.361151
198.661348
197.353920
196.845841
196.845841
196.845841
196.361151
196.845841
197.353920
196.845841
196.845841
