"mutation_rate", 0.05
"crossover_rate", 1
197.885966
196.845841
198.421683
198.421683
198.661348
196.845841
198.927078
197.353920
196.845841
197.353920
199.541669
199.220113
197.885966
198.421683
196.845841
196.361151
196.845841
201.615031
197.885966
197.885966
196.361151
197.353920
198.421683
196.361151
197.885966
197.885966
196.845841
197.353920
196.845841
198.421683
