"mutation_rate", 0.5
"crossover_rate", 0.2
198.540040
199.220113
203.675438
196.361151
196.361151
196.361151
196.845841
199.220113
198.661348
203.878963
201.160276
201.791792
199.048431
203.260778
197.885966
199.541669
196.361151
208.042697
196.361151
199.541669
199.220113
196.361151
199.220113
200.925876
196.845841
196.845841
198.927078
203.260778
198.421683
197.353920
