"mutation_rate", 0.2
"crossover_rate", 1
200.688693
198.927078
196.845841
199.220113
196.361151
196.845841
196.361151
196.845841
198.421683
196.845841
198.421683
196.361151
198.376861
196.361151
196.845841
196.845841
198.927078
196.845841
197.885966
199.220113
196.361151
199.892905
196.845841
196.845841
196.845841
196.845841
196.845841
196.361151
197.885966
196.361151
