"mutation_rate", 0.02
"crossover_rate", 0.1
196.845841
199.220113
197.353920
199.048431
196.361151
197.885966
197.353920
198.421683
202.544512
204.414845
197.353920
196.361151
196.845841
202.786727
203.260778
196.845841
196.361151
196.361151
196.361151
198.421683
198.540040
201.032415
198.376861
198.764496
196.361151
199.048431
200.884283
199.892905
198.376861
198.421683
