"mutation_rate", 0.5
"crossover_rate", 0.9
199.541669
199.892905
198.421683
201.032415
200.688693
201.488006
202.786727
196.361151
198.661348
199.048431
198.421683
200.274913
199.220113
198.927078
202.677477
201.434355
201.615031
200.688693
198.764496
209.137775
198.376861
197.885966
198.764496
201.615031
201.615031
197.353920
196.845841
199.541669
202.677477
197.885966
