"mutation_rate", 0.2
"crossover_rate", 0.8
200.274913
197.353920
199.220113
196.845841
198.421683
196.845841
196.361151
197.353920
197.885966
199.541669
197.353920
196.361151
196.361151
198.421683
196.361151
196.361151
198.661348
196.845841
198.421683
196.845841
196.845841
198.661348
199.892905
199.220113
199.048431
197.885966
196.845841
202.677477
196.361151
196.361151
