"mutation_rate", 0.5
"crossover_rate", 0.8
196.845841
203.260778
203.350966
199.048431
201.202452
199.892905
197.885966
196.361151
196.361151
196.845841
199.541669
198.927078
199.220113
205.281614
197.885966
196.845841
200.688693
196.361151
202.482933
198.376861
199.892905
197.885966
203.878963
200.925876
197.885966
200.688693
200.274913
201.160276
198.661348
197.353920
