"mutation_rate", 0.02
"crossover_rate", 0.6
199.892905
197.353920
197.353920
203.878963
196.361151
197.353920
201.135142
196.361151
198.927078
200.274913
197.353920
196.845841
202.128988
198.421683
198.661348
199.541669
198.661348
198.421683
197.353920
196.361151
201.615031
198.927078
202.128988
203.260778
198.421683
199.541669
198.661348
198.661348
196.845841
196.361151
