"mutation_rate", 0.02
"crossover_rate", 1
198.927078
196.845841
198.421683
198.661348
196.361151
196.361151
196.361151
202.128988
196.845841
197.885966
202.677477
197.353920
198.661348
196.361151
198.661348
201.615031
199.892905
197.885966
196.845841
200.274913
198.661348
199.892905
202.128988
208.294242
196.361151
198.661348
202.677477
197.353920
196.845841
199.892905
