"mutation_rate", 0.1
"crossover_rate", 1
196.845841
196.361151
198.421683
196.361151
197.353920
197.885966
197.353920
198.661348
196.845841
197.353920
197.885966
196.845841
198.927078
197.885966
196.361151
198.661348
198.421683
196.845841
196.361151
196.361151
196.845841
196.361151
197.353920
197.353920
196.361151
196.361151
197.353920
198.661348
196.845841
196.361151
