"mutation_rate", 0.01
"crossover_rate", 1
198.661348
218.605952
206.693757
196.845841
196.361151
196.361151
196.845841
196.845841
197.885966
199.541669
199.541669
196.361151
209.137775
196.361151
199.220113
213.700951
207.478978
226.600000
197.353920
197.353920
202.128988
199.892905
215.639513
201.135142
210.007542
198.421683
212.750628
199.892905
202.677477
196.845841
