"mutation_rate", 0.01
"crossover_rate", 0.6
202.128988
196.361151
198.421683
203.260778
201.615031
196.361151
196.361151
225.600000
205.219137
196.361151
197.353920
208.294242
198.927078
196.361151
199.220113
199.220113
207.478978
196.845841
197.353920
198.421683
198.421683
199.892905
202.128988
202.677477
197.353920
199.541669
198.421683
197.353920
197.353920
198.927078
