"mutation_rate", 0.02
"crossover_rate", 0.7
196.845841
200.274913
196.845841
198.927078
196.361151
197.353920
197.885966
199.220113
200.274913
197.353920
200.274913
196.845841
200.688693
197.885966
196.361151
197.353920
196.361151
197.353920
198.661348
196.361151
201.615031
199.892905
197.885966
197.353920
196.361151
197.885966
198.661348
197.353920
198.421683
202.677477
