264319.280702 3806638.738079
264287.287993 3806657.916587

264203.319477 3806720.347539
264168.201997 3806746.351540

264007.193806 3806913.512825
263996.664030 3806918.567615

263996.664030 3806918.567615
263812.167642 3807007.874195

263812.167642 3807007.874195
263805.556818 3807011.004605

263805.556818 3807011.004605
263795.398348 3807016.071879

263795.398348 3807016.071879
263780.132182 3807022.554131

263780.132182 3807022.554131
263776.945833 3807023.821968

263776.945833 3807023.821968
263763.157276 3807029.496052

263763.157276 3807029.496052
263682.361741 3807062.745939

263682.361741 3807062.745939
263670.531462 3807067.710770

263556.411234 3807113.140565
263548.191727 3807116.435395

263548.191727 3807116.435395
263502.418847 3807133.425732

263502.418847 3807133.425732
263450.292803 3807153.608269

263450.292803 3807153.608269
263434.246650 3807158.951771

263434.246650 3807158.951771
263417.976568 3807165.040890

263373.096257 3807183.341217
263333.024907 3807199.231936

263333.024907 3807199.231936
263325.138808 3807202.462902

262957.640255 3807363.058031
262946.825396 3807368.419037

262946.825396 3807368.419037
262674.981634 3807520.873317

262674.981634 3807520.873317
262661.043629 3807529.263184

262215.895525 3809176.422582
262206.256981 3809181.210304

262197.735672 3809173.093566
262117.106274 3809185.804698

