94.015945,80.015568,77.945200,77.945200,77.945200,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,71.728071,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,70.469468,66.931707,66.931707,66.931707,66.931707,66.931707,66.931707,66.931707,66.931707
100.831765
136.315890
106.876658
112.727474
128.832839
126.636831
113.734949
112.940035
96.100136
107.378751
